#,Name,Date
1.0,PRACTICE ROUND,"Fri, Oct 17"
2.0,FOURBALL am,"Sat, Oct 18"
3.0,FOURSOMES pm,"Sat, Oct 18"
4.0,SINGLES,"Sun, Oct 19"
